Timestamp,Record Type,Instrument Name,Premium (256ths),Workup State,Workup Reason,Aggressive Order Number,Aggressive Bid/Ask,Passive Order Number,Passive Bid/Ask,Sequence
07:23:00:164811 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,16151
07:23:00:164811 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,16155
07:23:03:164882 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,16188
07:24:04:667243 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,16233
07:24:04:667243 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,16237
07:24:04:667290 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,16238
07:24:07:667122 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,16265
07:29:27:011279 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,16624
07:29:27:011279 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,16628
07:29:30:011536 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,16664
07:34:47:749704 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,16957
07:34:47:749704 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,16965
07:34:47:749846 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,16966
07:34:47:749880 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,16970
07:34:50:749954 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,16981
07:34:58:529057 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,17000
07:34:58:529057 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17004
07:35:01:529797 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,17052
07:35:12:923768 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,17069
07:35:12:923768 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17073
07:35:12:924395 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17074
07:35:15:924725 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,17108
07:35:16:633275 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,17109
07:35:16:633275 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17113
07:35:16:638692 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17114
07:35:16:649833 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17123
07:35:16:657191 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17130
07:35:16:667740 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17155
07:35:19:667520 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,17216
07:43:56:790572 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,17609
07:43:56:790572 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17617
07:43:56:790651 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,17618
07:43:59:790644 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,17738
07:44:03:394101 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,17745
07:44:03:394101 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17761
07:44:06:394322 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,17776
07:44:07:452938 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,17780
07:44:07:452938 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17786
07:44:07:453082 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17787
07:44:07:454206 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17806
07:44:10:454692 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,17870
07:44:11:456000 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,17875
07:44:11:456000 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17882
07:44:11:456280 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17892
07:44:11:456299 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17896
07:44:13:527117 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17931
07:44:13:527266 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17941
07:44:13:527289 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17946
07:44:13:527423 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17952
07:44:13:527556 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,17961
07:44:14:506686 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,18022
07:44:14:532785 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,18049
07:44:14:532812 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,18053
07:44:14:532828 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,18057
07:44:14:532841 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,18061
07:44:17:532354 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,18110
07:59:51:592382 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,18905
07:59:51:592382 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,18917
07:59:54:592198 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,18921
08:07:46:730174 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,19758
08:07:46:730174 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,19770
08:07:49:730225 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,19796
08:07:50:831085 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,19805
08:07:50:831085 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,19809
08:07:53:831331 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,19816
08:08:17:450514 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,19823
08:08:17:450514 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,19827
08:08:17:450772 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,19831
08:08:20:450254 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,19938
08:08:25:129625 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,19951
08:08:25:129625 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,19959
08:08:25:129692 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,19960
08:08:28:129297 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,20029
08:22:31:221984 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,21215
08:22:31:221984 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,21223
08:22:34:222280 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,21226
08:30:18:886106 20180108,WORKUP,2_YEAR,25562,10,1,000000000,1,000000000,2,22146
08:30:18:886106 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22186
08:30:18:886300 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22188
08:30:18:886340 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22192
08:30:18:898147 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22307
08:30:18:918401 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22317
08:30:18:920895 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22331
08:30:18:948881 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22351
08:30:18:995345 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22363
08:30:19:027190 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22373
08:30:19:085554 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22384
08:30:19:143117 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22393
08:30:19:202377 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22399
08:30:22:202694 20180108,WORKUP,2_YEAR,25562,0,1,000000000,1,000000000,2,22441
08:30:24:979784 20180108,WORKUP,2_YEAR,25562,10,1,000000000,2,000000000,1,22460
08:30:24:979784 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22468
08:30:24:979880 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22470
08:30:24:979897 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22474
08:30:24:979926 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22482
08:30:24:980108 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22490
08:30:24:983498 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22535
08:30:24:984975 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22546
08:30:24:985151 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22552
08:30:24:985215 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22557
08:30:24:985315 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22568
08:30:27:251210 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22649
08:30:28:313106 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22656
08:30:28:313138 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22662
08:30:28:313228 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22667
08:30:28:313263 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22671
08:30:28:474104 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22706
08:30:28:474216 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22712
08:30:28:474419 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22723
08:30:28:478173 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22756
08:30:28:478341 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,22770
08:30:31:478116 20180108,WORKUP,2_YEAR,25562,0,1,000000000,2,000000000,1,22811
08:30:35:089287 20180108,WORKUP,2_YEAR,25562,10,1,000000000,1,000000000,2,22817
08:30:35:089287 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22821
08:30:38:089293 20180108,WORKUP,2_YEAR,25562,0,1,000000000,1,000000000,2,22887
08:30:40:000742 20180108,WORKUP,2_YEAR,25562,10,1,000000000,1,000000000,2,22892
08:30:40:000742 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22896
08:30:40:005003 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22922
08:30:40:581292 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22936
08:30:41:738975 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22978
08:30:41:739344 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,22989
08:30:42:605917 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,23023
08:30:43:563563 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,23027
08:30:43:624813 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,23049
08:30:45:156029 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,23084
08:30:48:156034 20180108,WORKUP,2_YEAR,25562,0,1,000000000,1,000000000,2,23125
08:30:53:340992 20180108,WORKUP,2_YEAR,25562,10,1,000000000,1,000000000,2,23131
08:30:53:340992 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,23141
08:30:53:341230 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,23142
08:30:53:346476 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,23166
08:30:56:346298 20180108,WORKUP,2_YEAR,25562,0,1,000000000,1,000000000,2,23199
08:32:28:650692 20180108,WORKUP,2_YEAR,25562,10,1,000000000,2,000000000,1,23320
08:32:28:650692 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23326
08:32:31:650166 20180108,WORKUP,2_YEAR,25562,0,1,000000000,2,000000000,1,23336
08:36:56:676080 20180108,WORKUP,2_YEAR,25562,10,1,000000000,2,000000000,1,23778
08:36:56:676080 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23784
08:36:59:676918 20180108,WORKUP,2_YEAR,25562,0,1,000000000,2,000000000,1,23793
08:37:17:623220 20180108,WORKUP,2_YEAR,25562,10,1,000000000,2,000000000,1,23873
08:37:17:623220 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23877
08:37:20:623134 20180108,WORKUP,2_YEAR,25562,0,1,000000000,2,000000000,1,23888
08:37:34:975128 20180108,WORKUP,2_YEAR,25562,10,1,000000000,2,000000000,1,23897
08:37:34:975128 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23903
08:37:34:975241 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23905
08:37:34:975296 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23909
08:37:34:975411 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23915
08:37:34:975447 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23921
08:37:34:975463 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23925
08:37:34:975478 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23929
08:37:34:975493 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23933
08:37:34:975529 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23937
08:37:34:975597 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23942
08:37:34:975611 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23946
08:37:34:975714 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23950
08:37:34:975729 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23954
08:37:34:975743 20180108,WORKUP,2_YEAR,25562,11,1,000000000,2,000000000,1,23958
08:37:37:975655 20180108,WORKUP,2_YEAR,25562,0,1,000000000,2,000000000,1,24020
08:37:41:125846 20180108,WORKUP,2_YEAR,25562,10,1,000000000,1,000000000,2,24036
08:37:41:125846 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24040
08:37:41:129438 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24049
08:37:41:129545 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24056
08:37:41:130987 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24063
08:37:41:133945 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24067
08:37:41:135073 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24071
08:37:41:137576 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24075
08:37:42:937779 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24089
08:37:42:940970 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24094
08:37:42:944643 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24098
08:37:43:381185 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24102
08:37:43:385079 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24108
08:37:43:385252 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24112
08:37:46:385983 20180108,WORKUP,2_YEAR,25562,0,1,000000000,1,000000000,2,24132
08:37:46:505170 20180108,WORKUP,2_YEAR,25562,10,1,000000000,1,000000000,2,24136
08:37:46:505170 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24140
08:37:46:505207 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24141
08:37:46:505365 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,24147
08:37:49:505827 20180108,WORKUP,2_YEAR,25562,0,1,000000000,1,000000000,2,24172
08:58:55:405703 20180108,WORKUP,2_YEAR,25562,10,1,000000000,1,000000000,2,25945
08:58:55:405703 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,25953
08:58:58:405717 20180108,WORKUP,2_YEAR,25562,0,1,000000000,1,000000000,2,26063
08:59:07:878455 20180108,WORKUP,2_YEAR,25562,10,1,000000000,1,000000000,2,26070
08:59:07:878455 20180108,WORKUP,2_YEAR,25562,11,1,000000000,1,000000000,2,26074
08:59:10:878276 20180108,WORKUP,2_YEAR,25562,0,1,000000000,1,000000000,2,26089
09:35:59:383976 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,29063
09:35:59:383976 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29067
09:35:59:384074 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29069
09:35:59:384139 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29075
09:35:59:389670 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29083
09:35:59:389835 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29089
09:36:02:389250 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,29106
09:36:06:102556 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,29180
09:36:06:102556 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29188
09:36:06:102648 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29190
09:36:06:107302 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29197
09:36:06:107358 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29203
09:36:06:107401 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29211
09:36:06:499331 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29254
09:36:09:499834 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,29356
09:36:10:910699 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,29367
09:36:10:910699 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,29381
09:36:13:910062 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,29411
09:37:38:957762 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,30004
09:37:38:957762 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,30010
09:37:41:957104 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,30026
09:44:01:521817 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,31846
09:44:01:521817 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,31911
09:44:01:540051 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,31999
09:44:04:540547 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,32078
09:45:17:190046 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,32175
09:45:17:190046 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32180
09:45:17:191147 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32223
09:45:17:191168 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32228
09:45:17:191327 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32232
09:45:17:191385 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32236
09:45:17:196877 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32243
09:45:17:197048 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32249
09:45:17:197250 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32262
09:45:17:197397 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32267
09:45:17:197415 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32271
09:45:17:197453 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32279
09:45:17:197496 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32283
09:45:17:197531 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32287
09:45:17:197555 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32292
09:45:17:197574 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32296
09:45:17:197614 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32300
09:45:17:197645 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32304
09:45:17:197662 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32308
09:45:17:197718 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32312
09:45:17:197866 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32317
09:45:17:197883 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32321
09:45:17:197900 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32325
09:45:17:197930 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32329
09:45:17:198233 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32350
09:45:17:198439 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32370
09:45:17:242017 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32428
09:45:17:247179 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32435
09:45:17:253070 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32499
09:45:17:256246 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32515
09:45:17:256566 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32539
09:45:17:265566 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32556
09:45:17:265647 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32563
09:45:17:265677 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32571
09:45:17:265692 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32575
09:45:17:265704 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32579
09:45:18:724846 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32651
09:45:18:729924 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32656
09:45:18:732935 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32684
09:45:18:734369 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32702
09:45:18:789285 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32759
09:45:18:789750 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32763
09:45:18:789912 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32767
09:45:19:038127 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32818
09:45:19:150505 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32866
09:45:19:261643 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,32910
09:45:22:261205 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,32995
09:45:31:801593 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,33009
09:45:31:801593 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33015
09:45:31:805493 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33018
09:45:34:805483 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,33022
09:45:49:449846 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,33030
09:45:49:449846 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,33034
09:45:52:449146 20180108,WORKUP,2_YEAR,25558,0,1,000000000,2,000000000,1,33038
09:47:03:475861 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,33085
09:47:03:475861 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33089
09:47:03:481087 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33096
09:47:03:493674 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33105
09:47:03:507404 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33114
09:47:03:511740 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33118
09:47:03:511869 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33126
09:47:03:511913 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33130
09:47:03:517902 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33138
09:47:06:517987 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,33178
09:47:35:602898 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,33226
09:47:35:602898 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33230
09:47:38:602142 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,33250
09:47:41:818403 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,33267
09:47:41:818403 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33287
09:47:41:818580 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33288
09:47:41:818607 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33292
09:47:41:818706 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33299
09:47:41:818793 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33305
09:47:41:818961 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33311
09:47:44:818634 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,33350
09:47:46:609715 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,33354
09:47:46:609715 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,33362
09:47:49:609222 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,33469
09:50:18:247303 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,34037
09:50:18:247303 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34041
09:50:18:247412 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34043
09:50:18:247483 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34050
