Timestamp,Record Type,Instrument Name,Premium (256ths),Workup State,Workup Reason,Aggressive Order Number,Aggressive Bid/Ask,Passive Order Number,Passive Bid/Ask,Sequence
09:50:18:247504 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34054
09:50:18:247561 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34060
09:50:18:247634 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34067
09:50:18:247656 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34071
09:50:18:247678 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34077
09:50:18:247704 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34083
09:50:18:247719 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34087
09:50:18:247733 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34091
09:50:18:247746 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,34095
09:50:21:247587 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,34175
09:50:25:233759 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,34182
09:50:25:233759 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,34186
09:50:25:236990 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,34191
09:50:25:241085 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,34197
09:50:25:336184 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,34203
09:50:25:336502 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,34207
09:50:25:341026 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,34211
09:50:25:345046 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,34215
09:50:25:441888 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,34219
09:50:28:441132 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,34246
09:58:40:653126 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,35286
09:58:40:653126 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35316
09:58:40:653245 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35317
09:58:40:706935 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35434
09:58:40:707132 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35457
09:58:40:707229 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35468
09:58:40:707292 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35474
09:58:40:708704 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35527
09:58:40:708783 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35532
09:58:40:713658 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35554
09:58:40:713812 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35559
09:58:40:724231 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35575
09:58:40:853113 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,35604
09:58:43:853340 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,35760
09:59:14:648147 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,35962
09:59:14:648147 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,35966
09:59:17:648412 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,36071
09:59:42:840364 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,36380
09:59:42:840364 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36390
09:59:42:840475 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36392
09:59:42:840494 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36396
09:59:42:840558 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36401
09:59:42:840803 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36405
09:59:42:841082 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36429
09:59:42:841112 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36435
09:59:42:841143 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36441
09:59:42:841164 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36445
09:59:42:841254 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36455
09:59:42:841341 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36461
09:59:43:039289 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36511
09:59:43:139872 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36550
09:59:43:140037 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36563
09:59:43:140356 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36578
09:59:43:243586 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36616
09:59:43:367342 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36657
09:59:43:475600 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36680
09:59:43:491860 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,36718
09:59:46:491124 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,36794
10:00:02:615469 20180108,WORKUP,2_YEAR,25560,10,1,000000000,2,000000000,1,37013
10:00:02:615469 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,37029
10:00:02:615821 20180108,WORKUP,2_YEAR,25560,11,1,000000000,2,000000000,1,37049
10:00:05:615406 20180108,WORKUP,2_YEAR,25560,0,1,000000000,2,000000000,1,37087
10:00:07:560465 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,37090
10:00:07:560465 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37094
10:00:07:998952 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37103
10:00:07:999056 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37107
10:00:09:121701 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37117
10:00:10:713644 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37128
10:00:10:713837 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37133
10:00:10:713862 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37137
10:00:10:713882 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37141
10:00:10:713952 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37146
10:00:10:714923 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37150
10:00:10:715095 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37154
10:00:10:715228 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37158
10:00:10:719783 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37163
10:00:11:678253 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37174
10:00:11:678724 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37179
10:00:11:750264 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37188
10:00:11:950315 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37197
10:00:12:150789 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37201
10:00:12:350274 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37205
10:00:15:350906 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,37209
10:00:20:005505 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,37232
10:00:20:005505 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37244
10:00:20:005565 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37245
10:00:20:005724 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37260
10:00:23:005596 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,37283
10:00:23:229105 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,37284
10:00:23:229105 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37298
10:00:23:229368 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37301
10:00:23:229388 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37305
10:00:26:229520 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,37333
10:00:26:340906 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,37334
10:00:26:340906 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37346
10:00:29:341435 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,37372
10:00:42:630958 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,37413
10:00:42:630958 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37423
10:00:42:633323 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37427
10:00:45:633237 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,37458
10:00:52:002342 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,37475
10:00:52:002342 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37481
10:00:52:002609 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37482
10:00:52:002679 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37486
10:00:52:002814 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37491
10:00:52:002962 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37495
10:00:52:032960 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37508
10:00:52:034347 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37522
10:00:52:153531 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37529
10:00:52:351082 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37538
10:00:52:550353 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37543
10:00:53:534875 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37551
10:00:53:587887 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37556
10:00:56:587803 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,37569
10:01:24:034239 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,37835
10:01:24:034239 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37839
10:01:25:049042 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37848
10:01:25:049263 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,37860
10:01:28:049169 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,37873
10:03:31:845753 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,38334
10:03:31:845753 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,38340
10:03:31:845915 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,38344
10:03:31:859826 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,38349
10:03:34:859625 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,38367
10:08:54:397384 20180108,WORKUP,2_YEAR,25560,10,1,000000000,1,000000000,2,39293
10:08:54:397384 20180108,WORKUP,2_YEAR,25560,11,1,000000000,1,000000000,2,39313
10:08:57:397278 20180108,WORKUP,2_YEAR,25560,0,1,000000000,1,000000000,2,39326
10:11:39:903629 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,39658
10:11:39:903629 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39663
10:11:42:903614 20180108,WORKUP,2_YEAR,25558,0,1,000000000,2,000000000,1,39665
10:11:55:003713 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,39827
10:11:55:003713 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39833
10:11:55:003805 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39834
10:11:55:003864 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39842
10:11:55:003886 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39846
10:11:55:003914 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39854
10:11:55:003933 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39858
10:11:55:003946 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39862
10:11:55:003992 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39876
10:11:55:004022 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39880
10:11:55:004041 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39884
10:11:55:004099 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39890
10:11:55:004112 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39894
10:11:55:004129 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39898
10:11:55:004140 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39902
10:11:55:004203 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39906
10:11:55:036411 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39923
10:11:55:036541 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39939
10:11:55:063109 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39944
10:11:55:063273 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39954
10:11:55:063341 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,39958
10:11:55:064402 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,40004
10:11:55:064460 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,40013
10:11:55:064590 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,40018
10:11:55:064684 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,40025
10:11:58:064796 20180108,WORKUP,2_YEAR,25558,0,1,000000000,2,000000000,1,40188
10:12:22:881024 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,40479
10:12:22:881024 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,40484
10:12:25:881673 20180108,WORKUP,2_YEAR,25558,0,1,000000000,2,000000000,1,40494
10:12:35:698827 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,40502
10:12:35:698827 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,40506
10:12:35:698941 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,40511
10:12:35:698974 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,40515
10:12:35:717679 20180108,WORKUP,2_YEAR,25558,0,4,000000000,2,000000000,1,40596
10:12:35:717679 20180108,WORKUP,2_YEAR,25556,10,1,000000000,2,000000000,1,40597
10:12:35:717679 20180108,WORKUP,2_YEAR,25556,11,1,000000000,2,000000000,1,40603
10:12:38:717268 20180108,WORKUP,2_YEAR,25556,0,1,000000000,2,000000000,1,40642
10:13:20:091415 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,40825
10:13:20:091415 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,40829
10:13:23:091148 20180108,WORKUP,2_YEAR,25558,0,1,000000000,1,000000000,2,40842
10:18:45:744147 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,41402
10:18:45:744147 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41406
10:18:45:744247 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41409
10:18:45:744301 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41413
10:18:45:744385 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41418
10:18:45:744450 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41422
10:18:45:744762 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41426
10:18:45:744815 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41430
10:18:45:744877 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41434
10:18:45:744904 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41444
10:18:45:744953 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41450
10:18:45:744982 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41458
10:18:45:745006 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41464
10:18:45:745021 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41468
10:18:45:745033 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41472
10:18:45:745044 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41476
10:18:45:745066 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41482
10:18:45:745079 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41486
10:18:45:745266 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41503
10:18:45:745282 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41507
10:18:45:745427 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41521
10:18:45:745472 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41527
10:18:45:747570 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41554
10:18:45:747874 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41563
10:18:45:747918 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41571
10:18:45:747935 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41577
10:18:45:747947 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41581
10:18:45:747988 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41586
10:18:45:748065 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,41593
10:18:48:748077 20180108,WORKUP,2_YEAR,25558,0,1,000000000,1,000000000,2,41713
10:19:21:587573 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,42009
10:19:21:587573 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,42015
10:19:21:587906 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,42033
10:19:24:587699 20180108,WORKUP,2_YEAR,25558,0,1,000000000,1,000000000,2,42104
10:19:32:007199 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,42121
10:19:32:007199 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42125
10:19:32:007340 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42126
10:19:32:007367 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42132
10:19:32:023911 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42148
10:19:32:024256 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42175
10:19:32:025509 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42185
10:19:32:027069 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42206
10:19:32:027144 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42211
10:19:32:027232 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42217
10:19:32:062995 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42247
10:19:35:063158 20180108,WORKUP,2_YEAR,25558,0,1,000000000,2,000000000,1,42295
10:20:06:034901 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,42367
10:20:06:034901 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42377
10:20:06:035069 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42378
10:20:06:035130 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42384
10:20:06:035375 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42389
10:20:06:416993 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42411
10:20:08:578076 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,42494
10:20:11:578029 20180108,WORKUP,2_YEAR,25558,0,1,000000000,2,000000000,1,42801
10:20:14:834116 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,42804
10:20:14:834116 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,42808
10:20:17:834856 20180108,WORKUP,2_YEAR,25558,0,1,000000000,1,000000000,2,42823
10:20:24:751502 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,42831
10:20:24:751502 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,42835
10:20:24:751714 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,42839
10:20:25:505288 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,42872
10:20:28:505997 20180108,WORKUP,2_YEAR,25558,0,1,000000000,1,000000000,2,42916
10:22:26:984638 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,43142
10:22:26:984638 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43157
10:22:26:984736 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43158
10:22:26:984784 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43162
10:22:26:989605 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43206
10:22:27:087319 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43232
10:22:27:087352 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43238
10:22:30:087259 20180108,WORKUP,2_YEAR,25558,0,1,000000000,1,000000000,2,43303
10:26:08:477698 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,43512
10:26:08:477698 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43516
10:26:08:478082 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43518
10:26:08:478148 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43522
10:26:08:478178 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43526
10:26:08:478192 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43530
10:26:08:478217 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43534
10:26:08:478241 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43538
10:26:08:478295 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43544
10:26:09:147934 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43576
10:26:10:259116 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43626
10:26:13:259934 20180108,WORKUP,2_YEAR,25558,0,1,000000000,1,000000000,2,43632
10:26:17:150830 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,43639
10:26:17:150830 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43643
10:26:17:289101 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43646
10:26:17:289299 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43653
10:26:19:666047 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43662
10:26:22:666408 20180108,WORKUP,2_YEAR,25558,0,1,000000000,2,000000000,1,43667
10:26:33:128287 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,43668
10:26:33:128287 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43673
10:26:36:128922 20180108,WORKUP,2_YEAR,25558,0,1,000000000,2,000000000,1,43703
10:26:38:177843 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,43706
10:26:38:177843 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,43714
10:26:41:177809 20180108,WORKUP,2_YEAR,25558,0,1,000000000,1,000000000,2,43750
10:26:42:772236 20180108,WORKUP,2_YEAR,25558,10,1,000000000,2,000000000,1,43757
10:26:42:772236 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43761
10:26:45:633899 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43763
10:26:45:635089 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43770
10:26:45:635135 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43774
10:26:45:635208 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43778
10:26:45:635387 20180108,WORKUP,2_YEAR,25558,11,1,000000000,2,000000000,1,43785
10:26:48:635055 20180108,WORKUP,2_YEAR,25558,0,1,000000000,2,000000000,1,43969
10:26:56:670145 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,43994
10:26:56:670145 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44006
10:26:56:670317 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44008
10:26:56:670401 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44013
10:26:56:670504 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44019
10:26:56:670577 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44025
10:26:56:670639 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44031
10:26:56:670684 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44038
10:26:56:670715 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44044
10:26:56:670776 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44054
10:26:56:670798 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44058
10:26:56:670994 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44064
10:26:56:671016 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44068
10:26:56:671034 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44072
10:26:59:671344 20180108,WORKUP,2_YEAR,25558,0,1,000000000,1,000000000,2,44113
10:28:06:258951 20180108,WORKUP,2_YEAR,25558,10,1,000000000,1,000000000,2,44317
10:28:06:258951 20180108,WORKUP,2_YEAR,25558,11,1,000000000,1,000000000,2,44321
