Timestamp,Record Type,Instrument Name,Premium (256ths),Quantity,Deal Source,Aggressive,Bid/Ask,Order Number,Sequence
08:30:28:313138 20180108,TRADE,2_YEAR,25562,3,1,1,A,605794000008A299,22665
08:30:28:313228 20180108,TRADE,2_YEAR,25562,1,1,0,B,605794000008A16F,22669
08:30:28:313228 20180108,TRADE,2_YEAR,25562,1,1,1,A,605794000008A29C,22670
08:30:28:313263 20180108,TRADE,2_YEAR,25562,1,1,0,B,605794000008A16F,22674
08:30:28:313263 20180108,TRADE,2_YEAR,25562,1,1,1,A,605794000008A29D,22675
08:30:28:474104 20180108,TRADE,2_YEAR,25562,2,1,1,A,605794000008A2A8,22709
08:30:28:474104 20180108,TRADE,2_YEAR,25562,3,1,0,B,605794000008A2E1,22710
08:30:28:474104 20180108,TRADE,2_YEAR,25562,1,1,1,A,605794000008A2AB,22711
08:30:28:474216 20180108,TRADE,2_YEAR,25562,1,1,1,A,605794000008A2AB,22714
08:30:28:474216 20180108,TRADE,2_YEAR,25562,1,1,0,B,605794000008A2E4,22715
08:30:28:474419 20180108,TRADE,2_YEAR,25562,2,1,0,B,605794000008A2E9,22726
08:30:28:474419 20180108,TRADE,2_YEAR,25562,3,1,1,A,605794000008A2F2,22727
08:30:28:474419 20180108,TRADE,2_YEAR,25562,1,1,0,B,605794000008A2EC,22728
08:30:28:478173 20180108,TRADE,2_YEAR,25562,2,1,1,A,605794000008A308,22759
08:30:28:478173 20180108,TRADE,2_YEAR,25562,4,1,0,B,605794000008A31A,22760
08:30:28:478173 20180108,TRADE,2_YEAR,25562,2,1,1,A,605794000008A310,22761
08:30:28:478341 20180108,TRADE,2_YEAR,25562,1,1,0,B,605794000008A320,22772
08:30:28:478341 20180108,TRADE,2_YEAR,25562,1,1,1,A,605794000008A328,22773
08:30:35:089287 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A344,22819
08:30:35:089287 20180108,TRADE,2_YEAR,25562,2,1,1,B,605794000008A40C,22820
08:30:40:000742 20180108,TRADE,2_YEAR,25562,4,1,0,A,605794000008A4AE,22894
08:30:40:000742 20180108,TRADE,2_YEAR,25562,4,1,1,B,605794000008A58D,22895
08:30:40:005003 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A5A1,22924
08:30:40:005003 20180108,TRADE,2_YEAR,25562,2,1,1,B,605794000008A5BC,22925
08:30:40:581292 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008A5B2,22938
08:30:40:581292 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008A5DD,22939
08:30:41:738975 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008A5FB,22980
08:30:41:738975 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008A649,22981
08:30:41:739344 20180108,TRADE,2_YEAR,25562,2,1,1,B,605794000008A654,22992
08:30:41:739344 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A656,22993
08:30:42:605917 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008A671,23025
08:30:42:605917 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008A6A7,23026
08:30:43:563563 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008A671,23029
08:30:43:563563 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008A6BF,23030
08:30:43:624813 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A6CD,23053
08:30:43:624813 20180108,TRADE,2_YEAR,25562,4,1,1,B,605794000008A6F8,23054
08:30:43:624813 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A6CF,23055
08:30:45:156029 20180108,TRADE,2_YEAR,25562,6,1,1,B,605794000008A6F8,23087
08:30:45:156029 20180108,TRADE,2_YEAR,25562,9,1,0,A,605794000008A788,23088
08:30:45:156029 20180108,TRADE,2_YEAR,25562,3,1,1,B,605794000008A744,23089
08:30:53:340992 20180108,TRADE,2_YEAR,25562,8,1,0,A,605794000008A789,23136
08:30:53:340992 20180108,TRADE,2_YEAR,25562,13,1,1,B,605794000008A8A5,23137
08:30:53:340992 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A799,23138
08:30:53:340992 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A79A,23139
08:30:53:340992 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008A79C,23140
08:30:53:341230 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A79C,23147
08:30:53:341230 20180108,TRADE,2_YEAR,25562,12,1,1,B,605794000008A8AA,23148
08:30:53:341230 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A79F,23149
08:30:53:341230 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A7A2,23150
08:30:53:341230 20180108,TRADE,2_YEAR,25562,6,1,0,A,605794000008A7A5,23151
08:30:53:346476 20180108,TRADE,2_YEAR,25562,4,1,0,A,605794000008A8B4,23170
08:30:53:346476 20180108,TRADE,2_YEAR,25562,6,1,1,B,605794000008A8CA,23171
08:30:53:346476 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008A8BB,23172
08:32:28:650692 20180108,TRADE,2_YEAR,25562,2,1,0,B,605794000008A8CA,23323
08:32:28:650692 20180108,TRADE,2_YEAR,25562,5,1,1,A,605794000008B25A,23324
08:32:28:650692 20180108,TRADE,2_YEAR,25562,3,1,0,B,605794000008A965,23325
08:36:56:676080 20180108,TRADE,2_YEAR,25562,16,1,0,B,605794000008A979,23781
08:36:56:676080 20180108,TRADE,2_YEAR,25562,18,1,1,A,605794000008EA8E,23782
08:36:56:676080 20180108,TRADE,2_YEAR,25562,2,1,0,B,605794000008A97A,23783
08:37:17:623220 20180108,TRADE,2_YEAR,25562,1,1,0,B,605794000008A97A,23875
08:37:17:623220 20180108,TRADE,2_YEAR,25562,1,1,1,A,605794000008F4E6,23876
08:37:34:975128 20180108,TRADE,2_YEAR,25562,2,1,0,B,605794000008A9E0,23900
08:37:34:975128 20180108,TRADE,2_YEAR,25562,3,1,1,A,605794000008F6E0,23901
08:37:34:975128 20180108,TRADE,2_YEAR,25562,1,1,0,B,605794000008AC2F,23902
08:37:34:975241 20180108,TRADE,2_YEAR,25562,3,1,0,B,605794000008AC2F,23907
08:37:34:975241 20180108,TRADE,2_YEAR,25562,3,1,1,A,605794000008F6E9,23908
08:37:34:975296 20180108,TRADE,2_YEAR,25562,12,1,0,B,605794000008AC2F,23912
08:37:34:975296 20180108,TRADE,2_YEAR,25562,15,1,1,A,605794000008F6EB,23913
08:37:34:975296 20180108,TRADE,2_YEAR,25562,3,1,0,B,605794000008AEB5,23914
08:37:34:975411 20180108,TRADE,2_YEAR,25562,11,1,0,B,605794000008AEB5,23918
08:37:34:975411 20180108,TRADE,2_YEAR,25562,25,1,1,A,605794000008F6EF,23919
08:37:34:975411 20180108,TRADE,2_YEAR,25562,14,1,0,B,605794000008B576,23920
08:37:34:975447 20180108,TRADE,2_YEAR,25562,6,1,0,B,605794000008B576,23923
08:37:34:975447 20180108,TRADE,2_YEAR,25562,6,1,1,A,605794000008F6F1,23924
08:37:34:975463 20180108,TRADE,2_YEAR,25562,4,1,0,B,605794000008B576,23927
08:37:34:975463 20180108,TRADE,2_YEAR,25562,4,1,1,A,605794000008F6F2,23928
08:37:34:975478 20180108,TRADE,2_YEAR,25562,1,1,0,B,605794000008B576,23931
08:37:34:975478 20180108,TRADE,2_YEAR,25562,1,1,1,A,605794000008F6F3,23932
08:37:34:975493 20180108,TRADE,2_YEAR,25562,1,1,0,B,605794000008B576,23935
08:37:34:975493 20180108,TRADE,2_YEAR,25562,1,1,1,A,605794000008F6F4,23936
08:37:34:975529 20180108,TRADE,2_YEAR,25562,11,1,0,B,605794000008B576,23939
08:37:34:975529 20180108,TRADE,2_YEAR,25562,11,1,1,A,605794000008F6F9,23940
08:37:34:975597 20180108,TRADE,2_YEAR,25562,5,1,0,B,605794000008B576,23944
08:37:34:975597 20180108,TRADE,2_YEAR,25562,5,1,1,A,605794000008F702,23945
08:37:34:975611 20180108,TRADE,2_YEAR,25562,3,1,0,B,605794000008B576,23948
08:37:34:975611 20180108,TRADE,2_YEAR,25562,3,1,1,A,605794000008F703,23949
08:37:34:975714 20180108,TRADE,2_YEAR,25562,2,1,0,B,605794000008B576,23952
08:37:34:975714 20180108,TRADE,2_YEAR,25562,2,1,1,A,605794000008F70D,23953
08:37:34:975729 20180108,TRADE,2_YEAR,25562,6,1,0,B,605794000008B576,23956
08:37:34:975729 20180108,TRADE,2_YEAR,25562,6,1,1,A,605794000008F70E,23957
08:37:34:975743 20180108,TRADE,2_YEAR,25562,9,1,0,B,605794000008B576,23961
08:37:34:975743 20180108,TRADE,2_YEAR,25562,11,1,1,A,605794000008F70F,23962
08:37:34:975743 20180108,TRADE,2_YEAR,25562,2,1,0,B,605794000008A71B,23963
08:37:41:125846 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F71C,24038
08:37:41:125846 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008F8D5,24039
08:37:41:129438 20180108,TRADE,2_YEAR,25562,3,1,0,A,605794000008F733,24052
08:37:41:129438 20180108,TRADE,2_YEAR,25562,4,1,1,B,605794000008F8E1,24053
08:37:41:129438 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F743,24054
08:37:41:129545 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F729,24058
08:37:41:129545 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008F8E4,24059
08:37:41:130987 20180108,TRADE,2_YEAR,25562,3,1,0,A,605794000008F77B,24065
08:37:41:130987 20180108,TRADE,2_YEAR,25562,3,1,1,B,605794000008F8E8,24066
08:37:41:133945 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008F77B,24069
08:37:41:133945 20180108,TRADE,2_YEAR,25562,2,1,1,B,605794000008F8EA,24070
08:37:41:135073 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F77B,24073
08:37:41:135073 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008F8EC,24074
08:37:41:137576 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F77B,24077
08:37:41:137576 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008F8EE,24078
08:37:42:937779 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F77B,24091
08:37:42:937779 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008F92A,24092
08:37:42:940970 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F77B,24096
08:37:42:940970 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008F92D,24097
08:37:42:944643 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F784,24100
08:37:42:944643 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008F92F,24101
08:37:43:381185 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F784,24104
08:37:43:381185 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008F93A,24105
08:37:43:385079 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F784,24110
08:37:43:385079 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008F93F,24111
08:37:43:385252 20180108,TRADE,2_YEAR,25562,4,1,0,A,605794000008F784,24114
08:37:43:385252 20180108,TRADE,2_YEAR,25562,4,1,1,B,605794000008F941,24115
08:37:46:505170 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F784,24138
08:37:46:505170 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000008FA4D,24139
08:37:46:505207 20180108,TRADE,2_YEAR,25562,8,1,0,A,605794000008F784,24143
08:37:46:505207 20180108,TRADE,2_YEAR,25562,8,1,1,B,605794000008FA50,24144
08:37:46:505365 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008F784,24156
08:37:46:505365 20180108,TRADE,2_YEAR,25562,12,1,1,B,605794000008FA54,24157
08:37:46:505365 20180108,TRADE,2_YEAR,25562,2,1,0,A,605794000008F886,24158
08:37:46:505365 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F89F,24159
08:37:46:505365 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F8BD,24160
08:37:46:505365 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F8E5,24161
08:37:46:505365 20180108,TRADE,2_YEAR,25562,3,1,0,A,605794000008F729,24162
08:37:46:505365 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F8F1,24163
08:37:46:505365 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F8F9,24164
08:58:55:405703 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F8BD,25949
08:58:55:405703 20180108,TRADE,2_YEAR,25562,3,1,1,B,605794000009D9CE,25950
08:58:55:405703 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F8F9,25951
08:58:55:405703 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F990,25952
08:59:07:878455 20180108,TRADE,2_YEAR,25562,1,1,0,A,605794000008F990,26072
08:59:07:878455 20180108,TRADE,2_YEAR,25562,1,1,1,B,605794000009DED4,26073
09:35:59:383976 20180108,TRADE,2_YEAR,25560,6,1,0,B,6057940000079903,29065
09:35:59:383976 20180108,TRADE,2_YEAR,25560,6,1,1,A,60579400000B568C,29066
09:35:59:384074 20180108,TRADE,2_YEAR,25560,3,1,0,B,6057940000079903,29071
09:35:59:384074 20180108,TRADE,2_YEAR,25560,3,1,1,A,60579400000B5690,29072
09:35:59:384139 20180108,TRADE,2_YEAR,25560,4,1,0,B,6057940000079903,29077
09:35:59:384139 20180108,TRADE,2_YEAR,25560,4,1,1,A,60579400000B5694,29078
09:35:59:389670 20180108,TRADE,2_YEAR,25560,1,1,0,B,6057940000079903,29085
09:35:59:389670 20180108,TRADE,2_YEAR,25560,1,1,1,A,60579400000B56AD,29086
09:35:59:389835 20180108,TRADE,2_YEAR,25560,3,1,0,B,6057940000079903,29091
09:35:59:389835 20180108,TRADE,2_YEAR,25560,3,1,1,A,60579400000B56B7,29092
09:36:06:102556 20180108,TRADE,2_YEAR,25560,1,1,0,B,6057940000079C74,29184
09:36:06:102556 20180108,TRADE,2_YEAR,25560,7,1,1,A,60579400000B5E27,29185
09:36:06:102556 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000007A2CB,29186
09:36:06:102556 20180108,TRADE,2_YEAR,25560,4,1,0,B,605794000007A348,29187
09:36:06:102648 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000007A348,29192
09:36:06:102648 20180108,TRADE,2_YEAR,25560,2,1,1,A,60579400000B5E2C,29193
09:36:06:107302 20180108,TRADE,2_YEAR,25560,4,1,0,B,605794000007A348,29200
09:36:06:107302 20180108,TRADE,2_YEAR,25560,6,1,1,A,60579400000B5E35,29201
09:36:06:107302 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000007AA99,29202
09:36:06:107358 20180108,TRADE,2_YEAR,25560,1,1,0,B,605794000007AA99,29207
09:36:06:107358 20180108,TRADE,2_YEAR,25560,8,1,1,A,60579400000B5E38,29208
09:36:06:107358 20180108,TRADE,2_YEAR,25560,1,1,0,B,605794000007AA9C,29209
09:36:06:107358 20180108,TRADE,2_YEAR,25560,6,1,0,B,605794000007A959,29210
09:36:06:107401 20180108,TRADE,2_YEAR,25560,4,1,0,B,605794000007A959,29215
09:36:06:107401 20180108,TRADE,2_YEAR,25560,8,1,1,A,60579400000B5E3A,29216
09:36:06:107401 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000007B0BB,29217
09:36:06:107401 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000008126E,29218
09:36:06:499331 20180108,TRADE,2_YEAR,25560,1,1,0,B,605794000007AB58,29259
09:36:06:499331 20180108,TRADE,2_YEAR,25560,5,1,1,A,60579400000B5E93,29260
09:36:06:499331 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000007ACA6,29261
09:36:06:499331 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000007B0BB,29262
09:36:10:910699 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000007B0BB,29374
09:36:10:910699 20180108,TRADE,2_YEAR,25560,17,1,1,A,60579400000B6290,29375
09:36:10:910699 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000007B107,29376
09:36:10:910699 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000007B116,29377
09:36:10:910699 20180108,TRADE,2_YEAR,25560,1,1,0,B,6057940000089E86,29378
09:36:10:910699 20180108,TRADE,2_YEAR,25560,2,1,0,B,605794000008A326,29379
09:36:10:910699 20180108,TRADE,2_YEAR,25560,8,1,0,B,605794000008F734,29380
09:37:38:957762 20180108,TRADE,2_YEAR,25560,5,1,0,B,6057940000093DDE,30007
09:37:38:957762 20180108,TRADE,2_YEAR,25560,6,1,1,A,60579400000B8AB4,30008
09:37:38:957762 20180108,TRADE,2_YEAR,25560,1,1,0,B,6057940000096B84,30009
09:44:01:521817 20180108,TRADE,2_YEAR,25560,20,1,0,B,6057940000093DDE,31879
09:44:01:521817 20180108,TRADE,2_YEAR,25560,283,1,1,A,60579400000C15FB,31880
09:44:01:521817 20180108,TRADE,2_YEAR,25560,9,1,0,B,6057940000096B84,31881
09:44:01:521817 20180108,TRADE,2_YEAR,25560,3,1,0,B,6057940000096F0E,31882
09:44:01:521817 20180108,TRADE,2_YEAR,25560,42,1,0,B,6057940000098D45,31883
09:44:01:521817 20180108,TRADE,2_YEAR,25560,2,1,0,B,6057940000098D4E,31884
09:44:01:521817 20180108,TRADE,2_YEAR,25560,1,1,0,B,6057940000098E22,31885
09:44:01:521817 20180108,TRADE,2_YEAR,25560,2,1,0,B,6057940000098E2A,31886
09:44:01:521817 20180108,TRADE,2_YEAR,25560,12,1,0,B,605794000009A547,31887
09:44:01:521817 20180108,TRADE,2_YEAR,25560,25,1,0,B,60579400000A4E07,31888
09:44:01:521817 20180108,TRADE,2_YEAR,25560,50,1,0,B,60579400000B8DEB,31889
09:44:01:521817 20180108,TRADE,2_YEAR,25560,20,1,0,B,60579400000A75D0,31890
09:44:01:521817 20180108,TRADE,2_YEAR,25560,4,1,0,B,60579400000A7618,31891
09:44:01:521817 20180108,TRADE,2_YEAR,25560,1,1,0,B,60579400000AB2F2,31892
09:44:01:521817 20180108,TRADE,2_YEAR,25560,3,1,0,B,60579400000AE2C5,31893
09:44:01:521817 20180108,TRADE,2_YEAR,25560,6,1,0,B,60579400000AF713,31894
09:44:01:521817 20180108,TRADE,2_YEAR,25560,8,1,0,B,60579400000B43EE,31895
09:44:01:521817 20180108,TRADE,2_YEAR,25560,1,1,0,B,60579400000B5E31,31896
09:44:01:521817 20180108,TRADE,2_YEAR,25560,12,1,0,B,60579400000B5FC0,31897
09:44:01:521817 20180108,TRADE,2_YEAR,25560,1,1,0,B,60579400000B61D2,31898
09:44:01:521817 20180108,TRADE,2_YEAR,25560,8,1,0,B,60579400000B6295,31899
09:44:01:521817 20180108,TRADE,2_YEAR,25560,5,1,0,B,60579400000B8AC6,31900
09:44:01:521817 20180108,TRADE,2_YEAR,25560,1,1,0,B,60579400000B8BB8,31901
09:44:01:521817 20180108,TRADE,2_YEAR,25560,5,1,0,B,60579400000B95DE,31902
09:44:01:521817 20180108,TRADE,2_YEAR,25560,3,1,0,B,60579400000BDA85,31903
09:44:01:521817 20180108,TRADE,2_YEAR,25560,2,1,0,B,60579400000BDF58,31904
09:44:01:521817 20180108,TRADE,2_YEAR,25560,6,1,0,B,60579400000BEDCF,31905
09:44:01:521817 20180108,TRADE,2_YEAR,25560,2,1,0,B,60579400000C0751,31906
09:44:01:521817 20180108,TRADE,2_YEAR,25560,10,1,0,B,60579400000C07D1,31907
09:44:01:521817 20180108,TRADE,2_YEAR,25560,10,1,0,B,60579400000BFFDF,31908
09:44:01:521817 20180108,TRADE,2_YEAR,25560,1,1,0,B,60579400000C0B22,31909
09:44:01:521817 20180108,TRADE,2_YEAR,25560,8,1,0,B,60579400000C1448,31910
09:44:01:540051 20180108,TRADE,2_YEAR,25560,5,1,1,A,60579400000C15FB,32001
09:44:01:540051 20180108,TRADE,2_YEAR,25560,5,1,0,B,60579400000C16CC,32002
09:45:17:190046 20180108,TRADE,2_YEAR,25560,3,1,0,A,60579400000C15FB,32178
09:45:17:190046 20180108,TRADE,2_YEAR,25560,3,1,1,B,60579400000C0844,32179
09:45:17:191147 20180108,TRADE,2_YEAR,25560,3,1,0,A,60579400000C15FB,32225
09:45:17:191147 20180108,TRADE,2_YEAR,25560,3,1,1,B,60579400000C2381,32226
09:45:17:191168 20180108,TRADE,2_YEAR,25560,2,1,0,A,60579400000C15FB,32230
09:45:17:191168 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C2383,32231
09:45:17:191327 20180108,TRADE,2_YEAR,25560,3,1,0,A,60579400000C15FB,32234
09:45:17:191327 20180108,TRADE,2_YEAR,25560,3,1,1,B,60579400000C2388,32235
09:45:17:191385 20180108,TRADE,2_YEAR,25560,2,1,0,A,60579400000C15FB,32238
09:45:17:191385 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C2389,32239
09:45:17:196877 20180108,TRADE,2_YEAR,25560,2,1,0,A,60579400000C15FB,32245
09:45:17:196877 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C23CD,32246
09:45:17:197048 20180108,TRADE,2_YEAR,25560,5,1,0,A,60579400000C15FB,32255
09:45:17:197048 20180108,TRADE,2_YEAR,25560,18,1,1,B,60579400000C23D8,32256
09:45:17:197048 20180108,TRADE,2_YEAR,25560,10,1,0,A,60579400000C1605,32257
09:45:17:197048 20180108,TRADE,2_YEAR,25560,1,1,0,A,60579400000C1651,32258
09:45:17:197048 20180108,TRADE,2_YEAR,25560,1,1,0,A,60579400000C1705,32259
09:45:17:197048 20180108,TRADE,2_YEAR,25560,1,1,0,A,60579400000C170A,32260
09:45:17:197250 20180108,TRADE,2_YEAR,25560,2,1,0,A,60579400000C170A,32264
09:45:17:197250 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C23F2,32265
09:45:17:197397 20180108,TRADE,2_YEAR,25560,2,1,0,A,60579400000C170A,32269
09:45:17:197397 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C2405,32270
09:45:17:197415 20180108,TRADE,2_YEAR,25560,1,1,0,A,60579400000C170A,32275
09:45:17:197415 20180108,TRADE,2_YEAR,25560,22,1,1,B,60579400000C2406,32276
09:45:17:197415 20180108,TRADE,2_YEAR,25560,13,1,0,A,60579400000A3C43,32277
09:45:17:197415 20180108,TRADE,2_YEAR,25560,8,1,0,A,60579400000C18E9,32278
09:45:17:197453 20180108,TRADE,2_YEAR,25560,2,1,0,A,60579400000C18E9,32281
09:45:17:197453 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C240A,32282
09:45:17:197496 20180108,TRADE,2_YEAR,25560,2,1,0,A,60579400000C18E9,32285
09:45:17:197496 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C2410,32286
09:45:17:197531 20180108,TRADE,2_YEAR,25560,1,1,0,A,60579400000C18E9,32289
09:45:17:197531 20180108,TRADE,2_YEAR,25560,1,1,1,B,60579400000C2414,32290
09:45:17:197555 20180108,TRADE,2_YEAR,25560,7,1,0,A,60579400000C18E9,32294
09:45:17:197555 20180108,TRADE,2_YEAR,25560,7,1,1,B,60579400000C2417,32295
09:45:17:197574 20180108,TRADE,2_YEAR,25560,6,1,0,A,60579400000C18E9,32298
09:45:17:197574 20180108,TRADE,2_YEAR,25560,6,1,1,B,60579400000C2419,32299
09:45:17:197614 20180108,TRADE,2_YEAR,25560,1,1,0,A,60579400000C18E9,32302
09:45:17:197614 20180108,TRADE,2_YEAR,25560,1,1,1,B,60579400000C241E,32303
09:45:17:197645 20180108,TRADE,2_YEAR,25560,5,1,0,A,60579400000C18E9,32306
09:45:17:197645 20180108,TRADE,2_YEAR,25560,5,1,1,B,60579400000C2423,32307
09:45:17:197662 20180108,TRADE,2_YEAR,25560,1,1,0,A,60579400000C18E9,32310
09:45:17:197662 20180108,TRADE,2_YEAR,25560,1,1,1,B,60579400000C2425,32311
09:45:17:197718 20180108,TRADE,2_YEAR,25560,3,1,0,A,60579400000C18E9,32315
09:45:17:197718 20180108,TRADE,2_YEAR,25560,3,1,1,B,60579400000C2303,32316
09:45:17:197866 20180108,TRADE,2_YEAR,25560,3,1,0,A,60579400000C18E9,32319
09:45:17:197866 20180108,TRADE,2_YEAR,25560,3,1,1,B,60579400000C2436,32320
09:45:17:197883 20180108,TRADE,2_YEAR,25560,6,1,0,A,60579400000C18E9,32323
09:45:17:197883 20180108,TRADE,2_YEAR,25560,6,1,1,B,60579400000C2437,32324
09:45:17:197900 20180108,TRADE,2_YEAR,25560,16,1,0,A,60579400000C18E9,32327
09:45:17:197900 20180108,TRADE,2_YEAR,25560,16,1,1,B,60579400000C2438,32328
09:45:17:197930 20180108,TRADE,2_YEAR,25560,7,1,0,A,60579400000C18E9,32332
09:45:17:197930 20180108,TRADE,2_YEAR,25560,10,1,1,B,60579400000C243C,32333
09:45:17:197930 20180108,TRADE,2_YEAR,25560,3,1,0,A,60579400000C20AA,32334
09:45:17:198233 20180108,TRADE,2_YEAR,25560,1,1,1,B,60579400000C243F,32352
09:45:17:198233 20180108,TRADE,2_YEAR,25560,1,1,0,A,60579400000C2465,32353
09:45:17:198439 20180108,TRADE,2_YEAR,25560,3,1,1,B,60579400000C2443,32376
09:45:17:198439 20180108,TRADE,2_YEAR,25560,10,1,0,A,60579400000C2480,32377
09:45:17:198439 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C2445,32378
09:45:17:198439 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C2447,32379
09:45:17:198439 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C2456,32380
09:45:17:198439 20180108,TRADE,2_YEAR,25560,1,1,1,B,60579400000C2457,32381
09:45:17:242017 20180108,TRADE,2_YEAR,25560,5,1,1,B,60579400000C2459,32430
09:45:17:242017 20180108,TRADE,2_YEAR,25560,5,1,0,A,60579400000C2623,32431
09:45:17:247179 20180108,TRADE,2_YEAR,25560,5,1,1,B,60579400000C2459,32449
09:45:17:247179 20180108,TRADE,2_YEAR,25560,69,1,0,A,60579400000C2641,32450
09:45:17:247179 20180108,TRADE,2_YEAR,25560,2,1,1,B,60579400000C245F,32451
09:45:17:247179 20180108,TRADE,2_YEAR,25560,3,1,1,B,60579400000C2466,32452
09:45:17:247179 20180108,TRADE,2_YEAR,25560,8,1,1,B,60579400000C2468,32453
09:45:17:247179 20180108,TRADE,2_YEAR,25560,8,1,1,B,60579400000C246D,32454
09:45:17:247179 20180108,TRADE,2_YEAR,25560,5,1,1,B,60579400000C246E,32455
09:45:17:247179 20180108,TRADE,2_YEAR,25560,6,1,1,B,60579400000C2475,32456
09:45:17:247179 20180108,TRADE,2_YEAR,25560,4,1,1,B,60579400000C2478,32457
09:45:17:247179 20180108,TRADE,2_YEAR,25560,3,1,1,B,60579400000C2488,32458
09:45:17:247179 20180108,TRADE,2_YEAR,25560,1,1,1,B,60579400000C24A6,32459
09:45:17:247179 20180108,TRADE,2_YEAR,25560,20,1,1,B,60579400000C2481,32460
09:45:17:247179 20180108,TRADE,2_YEAR,25560,3,1,1,B,60579400000C25AC,32461
09:45:17:247179 20180108,TRADE,2_YEAR,25560,1,1,1,B,60579400000C25DC,32462
09:45:17:253070 20180108,TRADE,2_YEAR,25560,1,1,0,A,60579400000C2646,32503
09:45:17:253070 20180108,TRADE,2_YEAR,25560,35,1,1,B,60579400000C2689,32504
09:45:17:253070 20180108,TRADE,2_YEAR,25560,27,1,0,A,60579400000C2647,32505
