Date,Currency,Description,Producer,Record,Bid,Ask,Bid Yield %,Ask Yield %,Maturity Date,Coupon,Last Trade Price,Last Trade Size mm,Mid Yield %,Bid Size mm,Ask Size mm,Duration,Total Volume mm,Dollar Flow,Close,High,Low,Open,VWAP,VWAY %,Best Ask Size1,Best Ask Size2,Best Ask Size3,Best Ask Size4,Best Ask Size5,Best Ask1,Best Ask2,Best Ask3,Best Ask4,Best Ask5,Best Bid Size1,Best Bid Size2,Best Bid Size3,Best Bid Size4,Best Bid Size5,Best Bid1,Best Bid2,Best Bid3,Best Bid4,Best Bid5,Sequence
08/01/2018 02:44:24.773,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,28,,,,,,,,,,28,413,,,,,,,,,,,,315,323,,,,,,573
08/01/2018 02:44:24.789,USD,2YR NOTE,US_500,2_YEAR,0,99.828125,<blank>,1.964,,,,,1.964,<blank>,<blank>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574
08/01/2018 02:44:24.836,USD,2YR NOTE,US_500,2_YEAR,,99.828125,,1.964,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,396,316,317,315,,99.8203125,99.8125,99.8046875,99.796875,575
08/01/2018 02:44:24.836,USD,2YR NOTE,US_500,2_YEAR,,99.828125,,1.964,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
08/01/2018 02:44:24.867,USD,2YR NOTE,US_500,2_YEAR,,99.828125,,1.964,,,,,,,2,,,,,,,,,,,360,455,,,,,,,,,,,,,,,,,,577
08/01/2018 02:44:25.836,USD,2YR NOTE,US_500,2_YEAR,,99.828125,,1.964,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,319,,,,,,,,578
08/01/2018 02:44:27.758,USD,2YR NOTE,US_500,2_YEAR,99.8203125,99.8359375,1.968,1.96,,,99.828125,2,1.964,396,360,1.926065,,,,,,,99.8321,1.96403,360,455,345,342,340,99.8359375,99.84375,99.8515625,99.859375,99.8671875,,319,317,315,323,,99.8125,99.8046875,99.796875,99.7890625,579
08/01/2018 02:44:27.820,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,580
08/01/2018 02:44:29.070,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,363,,,,,,,,,,363,,,,,,,,,,,,,,,,,,,,581
08/01/2018 02:44:29.289,USD,2YR NOTE,US_500,2_YEAR,99.828125,,1.964,,,,,,1.962,10,,1.92616,,,,,,,,,,,,,,,,,,,10,401,311,317,315,99.828125,99.8203125,99.8125,99.8046875,99.796875,582
08/01/2018 02:44:29.711,USD,2YR NOTE,US_500,2_YEAR,99.828125,0,,<blank>,,,,,1.964,<blank>,<blank>,,,,,,,,,,,363,455,345,342,,99.8359375,99.84375,99.8515625,99.859375,,396,319,,,,,,,,583
08/01/2018 02:44:29.711,USD,2YR NOTE,US_500,2_YEAR,99.828125,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584
08/01/2018 02:44:29.711,USD,2YR NOTE,US_500,2_YEAR,99.828125,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585
08/01/2018 02:44:29.711,USD,2YR NOTE,US_500,2_YEAR,99.828125,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586
08/01/2018 02:44:29.773,USD,2YR NOTE,US_500,2_YEAR,99.828125,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587
08/01/2018 02:44:32.633,USD,2YR NOTE,US_500,2_YEAR,99.8203125,99.8359375,1.968,1.96,,,99.828125,10,1.964,396,363,1.926065,246,,,,,,99.8316,1.96403,,455,345,342,340,,99.84375,99.8515625,99.859375,99.8671875,396,319,317,315,323,99.8203125,99.8125,99.8046875,99.796875,99.7890625,588
08/01/2018 02:44:36.305,USD,2YR NOTE,US_500,2_YEAR,99.828125,,1.964,,,,,,1.962,10,,1.92616,,,,,,,,,,,,,,,,,,,10,401,311,317,315,99.828125,99.8203125,99.8125,99.8046875,99.796875,589
08/01/2018 02:44:36.945,USD,2YR NOTE,US_500,2_YEAR,99.828125,99.8359375,,,,,,,,10,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590
08/01/2018 02:44:44.883,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,319,314,315,313,99.8203125,99.8125,99.8046875,99.796875,99.7890625,591
08/01/2018 02:44:44.961,USD,2YR NOTE,US_500,2_YEAR,99.8203125,,1.968,,,,,,1.964,396,,1.926065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592
08/01/2018 02:44:45.149,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,10,401,319,314,315,99.828125,99.8203125,99.8125,99.8046875,99.796875,593
08/01/2018 02:44:45.227,USD,2YR NOTE,US_500,2_YEAR,99.828125,,1.964,,,,,,1.962,10,360,1.92616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594
08/01/2018 02:44:45.352,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,,,,,595
08/01/2018 02:44:45.727,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,596
08/01/2018 02:44:46.539,USD,2YR NOTE,US_500,2_YEAR,99.8203125,,1.968,,,,,,1.964,396,,1.926065,,,,,,,,,,,,,,,,,,,396,319,317,315,313,99.8203125,99.8125,99.8046875,99.796875,99.7890625,597
08/01/2018 02:44:46.727,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,,,598
08/01/2018 02:44:47.539,USD,2YR NOTE,US_500,2_YEAR,99.8203125,99.8359375,,,,,,,,396,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599
08/01/2018 02:44:55.946,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,362,,,,,,,,,,362,448,,,,,,,,,,,,,,,,,,,600
08/01/2018 02:44:57.915,USD,2YR NOTE,US_500,2_YEAR,,99.828125,,1.964,,,,,1.966,400,27,1.925969,,,,,,,,,27,401,447,345,342,99.828125,99.8359375,99.84375,99.8515625,99.859375,400,,,,,,,,,,601
08/01/2018 02:44:57.977,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,396,,,,,,,,,,,,415,,,,,,,,,396,313,,,,,,,,,602
08/01/2018 02:44:58.149,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,409,,,,,,,,,,319,,,,,,,,,603
08/01/2018 02:44:58.493,USD,2YR NOTE,US_500,2_YEAR,99.8203125,99.828125,,,,,,,,396,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604
08/01/2018 02:45:00.274,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,605
08/01/2018 02:45:00.508,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,27,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,606
08/01/2018 02:45:04.868,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,398,,,,,,,,,,,,,,,,,,,,,398,,,,,,,,,,607
08/01/2018 02:45:08.993,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,,608
08/01/2018 02:45:15.353,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,408,,,,,,,,,,,,409,,,,,,,,,408,,,,,,,,,,609
08/01/2018 02:45:30.291,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,28,,,,,,,,,,28,,,373,,,,,,,,,,,,,,,,,610
08/01/2018 02:45:36.431,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,402,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,611
08/01/2018 02:45:36.588,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,398,,,,,,,,,,,,,,,,,,,,,398,,,,,,,,,,612
08/01/2018 02:45:37.244,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,29,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,613
08/01/2018 02:45:54.510,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,402,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,614
08/01/2018 02:45:54.697,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,398,,,,,,,,,,,,,,,,,,,,,398,,,,,,,,,,615
08/01/2018 02:45:55.901,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,402,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,616
08/01/2018 02:45:55.979,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,398,,,,,,,,,,,,,,,,,,,,,398,,,,,,,,,,617
08/01/2018 02:46:01.588,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,402,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,618
08/01/2018 02:46:01.745,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,314,,,,,,,,619
08/01/2018 02:46:02.682,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,,,,,,620
08/01/2018 02:46:03.370,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,398,,,,,,,,,,,,420,,,,,,,,,398,316,320,,,,,,,,621
08/01/2018 02:46:04.885,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,34,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,622
08/01/2018 02:46:04.917,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,97,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,623
08/01/2018 02:46:05.167,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,92,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,624
08/01/2018 02:46:05.542,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,98,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,625
08/01/2018 02:46:05.995,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,43,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,626
08/01/2018 02:46:11.229,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,37,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,627
08/01/2018 02:46:14.448,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,38,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,628
08/01/2018 02:46:14.995,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,44,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,629
08/01/2018 02:46:17.573,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,38,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,630
08/01/2018 02:46:24.855,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,58,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,631
08/01/2018 02:46:26.558,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,72,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,632
08/01/2018 02:46:58.418,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,66,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,633
08/01/2018 02:47:16.747,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,58,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,634
08/01/2018 02:48:28.139,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,,635
08/01/2018 02:48:48.218,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,268,202,,,,,,,,,,202,505,359,363,,,,,,,268,427,,,,,,,,,636
08/01/2018 02:48:48.280,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,244,268,,,,,,,,,,268,460,,,,,,,,,244,426,,,,,,,,,637
08/01/2018 02:48:48.405,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,280,,,,,,,,,,280,,,,,,,,,,,435,,,,,,,,,638
08/01/2018 02:48:49.593,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,369,,,,,,,,,,,,,,,,,,639
08/01/2018 02:48:56.374,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,315,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,640
08/01/2018 02:49:16.844,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,641
08/01/2018 02:49:24.156,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,,,,,,,,642
08/01/2018 02:49:25.078,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,244,325,,,,,,,,,,325,,,,,,,,,,244,409,,317,,,,,,,643
08/01/2018 02:49:25.235,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,239,327,,,,,,,,,,327,,,,,,,,,,239,,,,,,,,,,644
08/01/2018 02:49:26.250,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,645
08/01/2018 02:49:29.563,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,646
08/01/2018 02:49:31.360,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,647
08/01/2018 02:49:34.360,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,648
08/01/2018 02:49:36.282,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,649
08/01/2018 02:49:47.048,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,650
08/01/2018 02:49:48.813,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,651
08/01/2018 02:49:51.251,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,239,325,,,,,,,,,,325,,,,,,,,,,239,429,,,,,,,,,652
08/01/2018 02:49:51.251,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,653
08/01/2018 02:49:58.970,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,654
08/01/2018 02:50:00.267,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,655
08/01/2018 02:50:14.002,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,,,,,,656
08/01/2018 02:50:19.002,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,657
08/01/2018 02:50:30.049,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,,,,,,658
08/01/2018 02:50:31.377,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,659
08/01/2018 02:50:35.111,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,660
08/01/2018 02:50:41.377,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,661
08/01/2018 02:50:41.534,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,662
08/01/2018 02:50:41.768,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,663
08/01/2018 02:51:17.222,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,329,,,,,,,,,,329,,,,,,,,,,,447,,,,,,,,,664
08/01/2018 02:51:17.331,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,234,437,,,,,,,,,665
08/01/2018 02:51:18.738,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,325,,,,,,,,,,325,,,,,,,,,,,447,,,,,,,,,666
08/01/2018 02:51:18.988,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,329,,,,,,,,,,329,,,,,,,,,,,437,,,,,,,,,667
08/01/2018 02:51:19.347,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,233,,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,668
08/01/2018 02:51:25.738,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,325,,,,,,,,,,325,,,,,,,,,,,447,,,,,,,,,669
08/01/2018 02:51:26.019,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,329,,,,,,,,,,329,,,,,,,,,,,437,,,,,,,,,670
08/01/2018 02:51:27.066,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,325,,,,,,,,,,325,,,,,,,,,,,447,,,,,,,,,671
08/01/2018 02:51:28.894,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,329,,,,,,,,,,,437,,,,,,,,,672
08/01/2018 02:51:28.910,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673
08/01/2018 02:51:35.879,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,325,,,,,,,,,,325,,,,,,,,,,,447,,,,,,,,,674
08/01/2018 02:51:36.582,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,329,,,,,,,,,,329,,,,,,,,,,,437,,,,,,,,,675
08/01/2018 02:51:46.473,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,325,,,,,,,,,,325,,,,,,,,,,,447,,,,,,,,,676
08/01/2018 02:52:00.708,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,677
08/01/2018 02:53:03.569,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,,,,,,678
08/01/2018 02:53:08.616,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,679
08/01/2018 02:53:18.038,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,680
08/01/2018 02:53:18.225,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,410,409,,,,,,,,,,,,,,,,,,681
08/01/2018 02:53:20.147,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,369,,,,,,,,,,,,,,,,,,682
08/01/2018 02:53:20.350,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,683
08/01/2018 02:53:29.866,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,684
08/01/2018 02:53:30.054,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,685
08/01/2018 02:53:30.054,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,459,,,,,,,,,,,,,,,,,,,686
08/01/2018 02:53:31.491,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,687
08/01/2018 02:53:31.929,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,688
08/01/2018 02:53:32.976,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,460,369,,,,,,,,,,,,,,,,,,689
08/01/2018 02:53:50.539,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,690
08/01/2018 02:53:54.711,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,,,,,,,,,691
08/01/2018 02:53:55.789,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,692
08/01/2018 02:54:00.273,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,375,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,693
08/01/2018 02:54:00.727,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,,,,,,,,,694
08/01/2018 02:54:28.134,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,695
08/01/2018 02:54:28.305,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,390,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,696
08/01/2018 02:54:38.165,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,,,,,,,,,697
08/01/2018 02:55:25.448,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,698
08/01/2018 02:55:59.464,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,233,,,,,,,,,,,,476,377,,,,,,,,233,435,328,,,,,,,,699
08/01/2018 02:56:03.949,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,,,,,,700
08/01/2018 02:56:09.199,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,394,,,,,,,,,,394,,,,,,,,,,,,,,,,,,,,701
08/01/2018 02:56:09.433,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,,,,,,,,,702
08/01/2018 02:56:17.918,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,,,,,,703
08/01/2018 02:56:26.340,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,,,,,,,704
08/01/2018 02:56:30.746,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,390,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,705
08/01/2018 02:56:45.497,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,394,,,,,,,,,,394,,,,,,,,,,,,,,,,,,,,706
08/01/2018 02:57:01.591,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,390,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,707
08/01/2018 02:57:03.107,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,394,,,,,,,,,,394,,,,,,,,,,,,,,,,,,,,708
08/01/2018 02:57:03.278,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,390,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,709
08/01/2018 02:57:03.278,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,394,,,,,,,,,,394,,,,,,,,,,,,,,,,,,,,710
08/01/2018 02:57:03.778,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,390,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,711
08/01/2018 02:57:04.919,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,394,,,,,,,,,,394,,,,,,,,,,,,,,,,,,,,712
08/01/2018 02:57:07.810,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,390,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,713
08/01/2018 02:57:07.872,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,394,,,,,,,,,,394,,,,,,,,,,,,,,,,,,,,714
08/01/2018 02:57:22.966,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,373,,,,,,,,,,,,,,,,715
08/01/2018 02:57:38.904,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,390,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,716
08/01/2018 02:57:49.842,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,394,,,,,,,,,,394,,,,,,,,,,,,,,,,,,,,717
08/01/2018 02:57:51.467,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,390,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,718
08/01/2018 02:58:03.264,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,391,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,,719
08/01/2018 02:58:25.874,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,720
08/01/2018 02:58:29.984,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,395,,,,,,,,,,395,,,,,,,,,,,,,,,,,,,,721
08/01/2018 02:58:49.797,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,391,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,,722
08/01/2018 02:59:17.407,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,217,,,,,,,,,,723
08/01/2018 02:59:23.251,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,398,,,,,,,,,,,,,,,,724
08/01/2018 03:00:27.893,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,725
08/01/2018 03:00:31.909,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,,,,,,,726
08/01/2018 03:00:32.706,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,727
08/01/2018 03:00:34.753,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,402,,,,,,,,,,402,475,,,,,,,,,,425,,,,,,,,,728
08/01/2018 03:00:34.800,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,392,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,729
08/01/2018 03:00:35.003,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,395,,,,,,,,,,395,,,,,,,,,,,,,,,,,,,,730
08/01/2018 03:00:35.206,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,731
08/01/2018 03:00:35.909,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,476,,,,,,,,,,,,,,,,,,,732
08/01/2018 03:00:35.925,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,,,,,,,733
08/01/2018 03:02:51.413,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,475,378,,,,,,,,,,,,,,,,,,734
